DLiP-ID,C002VP
SIC1,0.6507350497940919
SIC2,0.8228812249845001
SIC3,0.9436255782962285
SIC4,0.9681780219327263
SIC5,0.9681780219327263
SaaN,4.0478002993350835
SaaO,0
SaaS,0
Sare,48.61600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,6.244687650461528
SsLi,0
SsOH,9.494598908963052
SsSH,0
SssO,11.577655798302894
SssS,0
StCH,0
StsC,0
TIC0,81.06494984955049
TIC1,179.03073600949472
TIC2,226.39172640844464
TIC3,259.6110073573183
TIC4,266.3658948594817
TIC5,266.3658948594817
Vabc,344.24973928175484
WPol,44
apol,57.96185999999999
bpol,26.326139999999995
nRot,7
ABCGG,17.335421013676434
ATS0Z,1440.0
ATS0d,172.0
ATS0i,7846.062348119381
ATS0m,5807.326592
ATS0p,80.56007009698
ATS0s,177.31085200426764
ATS0v,11822.13253607507
ATS1Z,1438.0
ATS1d,214.0
ATS1i,7614.12297397205
ATS1m,5531.506377
ATS1p,98.06926585599999
ATS1s,172.1872427983539
ATS1v,14578.512198742877
ATS2Z,2104.0
ATS2d,327.0
ATS2i,12921.249400201696
ATS2m,7994.648629999999
ATS2p,143.768234044245
ATS2s,276.2119341563786
ATS2v,20888.679480187395
ATS3Z,2308.0
ATS3d,347.0
ATS3i,16069.820517486784
ATS3m,8610.240335
ATS3p,160.442979070792
ATS3s,309.24691358024694
ATS3v,22601.475251136977
ATS4Z,2120.0
ATS4d,332.0
ATS4i,17712.81749003945
ATS4m,7628.557750999999
ATS4p,153.18520611418802
ATS4s,312.17283950617286
ATS4v,20949.36046622365
ATS5Z,1810.0
ATS5d,318.0
ATS5i,17613.068940007925
ATS5m,6449.017210999999
ATS5p,144.14995072613098
ATS5s,297.7829218106996
ATS5v,19649.398537568333
ATS6Z,1901.0
ATS6d,321.0
ATS6i,16843.46944986153
ATS6m,6967.8723390000005
ATS6p,152.10324055497998
ATS6s,274.9578189300411
ATS6v,20605.00498692102
ATS7Z,2214.0
ATS7d,331.0
ATS7i,17859.47022918808
ATS7m,8271.152917
ATS7p,160.478339240376
ATS7s,294.8888888888889
ATS7v,21984.155809011947
ATS8Z,2066.0
ATS8d,307.0
ATS8i,17240.528091031447
ATS8m,7450.431503
ATS8p,157.101850105037
ATS8s,300.1296296296296
ATS8v,20997.30903218236
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,16
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.13636363636363635
GGI10,0.1432547699214366
JGI10,0.005968948746726524
JGT10,0.395452716776857
Kier1,22.203125
Kier2,10.543388429752065
Kier3,5.626634958382877
MID_C,46.10258801025329
MID_N,6.127015702521957
MID_O,5.742553726823052
MID_X,1.7711731556588595
MID_h,13.640742585003869
MPC10,128
MWC01,32.0
MWC02,5.030437921392435
MWC03,5.877735781779639
MWC04,6.7464121285733745
MWC05,7.606387389772652
MWC06,8.477412321404392
MWC07,9.34215779659637
MWC08,10.213725810701272
MWC09,11.080957231281733
MWC10,11.952785558551147
NaaCH,10
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,5.1216000000000035
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.484796933490655
SRW05,2.3978952727983707
SRW06,6.98933526597456
SRW07,4.727387818712341
SRW08,8.582418976333944
SRW09,6.803505257608338
SRW10,10.219210285143431
SaaCH,19.023047903420633
SaaNH,2.789812284390796
SaaSe,0
SaaaC,1.4643774908324603
SaasC,4.621110240658957
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.6179313324661493
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.3664784720472554
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.400281082666432
VE1_D,5.308496624176754
VE2_A,0.1517338304367735
VE2_D,0.18305160773023288
VE3_A,2.5463791583004376
VE3_D,2.734019410535819
VR1_A,382.4367272564782
VR1_D,183.24523083886797
VR2_A,13.187473353671662
VR2_D,6.31880106340924
VR3_A,7.011273957638486
VR3_D,6.275536051984604
WPath,2451
Xc-3d,1.697917637043548
Xc-4d,0.0
Xc-5d,0.33726722701904555
Xc-6d,0.0
Xp-0d,20.21696770287794
Xp-1d,14.135361590784807
Xp-2d,12.475500480328186
Xp-3d,10.649512282163263
Xp-4d,8.885167695727077
Xp-5d,6.964842024091415
Xp-6d,4.515931526957894
Xp-7d,3.3977424148169946
ZMIC0,92.07156377932957
ZMIC1,55.24320807890447
ZMIC2,32.00978605174564
ZMIC3,25.756803241260148
ZMIC4,25.21286413419012
ZMIC5,25.21286413419012
nAcid,0
nAtom,49
nBase,0
nRing,4
piPC1,3.784189633918261
piPC2,4.421848128860553
piPC3,5.023057814094813
piPC4,5.597263881277747
piPC5,6.079790164272204
piPC6,6.23646131789483
piPC7,6.574410957828834
piPC8,6.926458190292685
piPC9,7.0272382578049255
AATS0Z,29.387755102040817
AATS0d,3.510204081632653
AATS0i,160.12372139019143
AATS0m,118.51686922448981
AATS0p,1.6440830632036734
AATS0s,3.6185888164136255
AATS0v,241.26801094030756
AATS1Z,27.653846153846153
AATS1d,4.115384615384615
AATS1i,146.4254418071548
AATS1m,106.37512263461538
AATS1p,1.885947420307692
AATS1s,3.311293130737575
AATS1v,280.3560038219784
AATS2Z,24.75294117647059
AATS2d,3.847058823529412
AATS2i,152.01469882590231
AATS2m,94.05468976470587
AATS2p,1.6913909887558234
AATS2s,3.2495521665456306
AATS2v,245.74917035514582
AATS3Z,22.192307692307693
AATS3d,3.3365384615384617
AATS3i,154.51750497583447
AATS3m,82.79077245192308
AATS3p,1.5427209526037693
AATS3s,2.973528015194682
AATS3v,217.3218774147786
AATS4Z,18.928571428571427
AATS4d,2.9642857142857144
AATS4i,158.15015616106652
AATS4m,68.11212277678571
AATS4p,1.3677250545909645
AATS4s,2.787257495590829
AATS4v,187.04786130556832
AATS5Z,16.454545454545453
AATS5d,2.890909090909091
AATS5i,160.11880854552658
AATS5m,58.62742919090908
AATS5p,1.3104540975102816
AATS5s,2.70711747100636
AATS5v,178.63089579607575
AATS6Z,17.766355140186917
AATS6d,3.0
AATS6i,157.4156023351545
AATS6m,65.12030223364486
AATS6p,1.4215256126633642
AATS6s,2.569699242336833
AATS6v,192.57014006468242
AATS7Z,19.5929203539823
AATS7d,2.9292035398230087
AATS7i,158.0484091078591
AATS7m,73.19604351327433
AATS7p,1.4201622941626193
AATS7s,2.609636184857424
AATS7v,194.55005140718538
AATS8Z,18.78181818181818
AATS8d,2.790909090909091
AATS8i,156.73207355483135
AATS8m,67.73119548181818
AATS8p,1.428198637318518
AATS8s,2.7284511784511785
AATS8v,190.88462756529415
AMID_C,1.5897444141466652
AMID_N,0.2112764035352399
AMID_O,0.1980190940283811
AMID_X,0.061074936402029635
AMID_h,0.47037043396565065
ATS0dv,397.60493827160496
ATS0pe,313.0662
ATS0se,382.99631299999993
ATS1dv,415.1111111111111
ATS1pe,344.7939999999999
ATS1se,410.17504199999996
ATS2dv,579.4444444444445
ATS2pe,558.0703
ATS2se,671.7036919999999
ATS3dv,552.2222222222222
ATS3pe,669.7731
ATS3se,814.47111
ATS4dv,447.0
ATS4pe,713.8990999999999
ATS4se,878.0588439999999
ATS5dv,421.1111111111111
ATS5pe,689.3982
ATS5se,854.23709
ATS6dv,443.22222222222223
ATS6pe,654.7240999999999
ATS6se,809.9607919999999
ATS7dv,456.8888888888889
ATS7pe,697.5109
ATS7se,863.19932
ATS8dv,424.22222222222223
ATS8pe,689.4644999999999
ATS8se,850.870366
ATSC0Z,505.3877551020408
ATSC0c,1.406502410439919
ATSC0d,28.000000000000004
ATSC0i,73.88833485791872
ATSC0m,2378.8895124081632
ATSC0p,11.997269797804488
ATSC0s,38.92695706540503
ATSC0v,2451.0421963850317
ATSC1Z,5.955851728446479
ATSC1c,-0.8180993530126
ATSC1d,10.244897959183676
ATSC1i,-5.110946256329902
ATSC1m,32.09724656684691
ATSC1p,0.06958308737809299
ATSC1s,-5.878444661927368
ATSC1v,87.2615158224468
ATSC2Z,17.388588088296544
ATSC2c,0.15044315560194163
ATSC2d,-2.6326530612244854
ATSC2i,5.07407281552531
ATSC2m,86.54139704706347
ATSC2p,1.3471973116090483
ATSC2s,4.784645661218863
ATSC2v,125.55850474791306
ATSC3Z,-45.108704706372336
ATSC3c,-0.08519072195258393
ATSC3d,-14.224489795918364
ATSC3i,-24.637640664621895
ATSC3m,-220.33216709079562
ATSC3p,-3.1831546243995694
ATSC3s,-1.5518061017227185
ATSC3v,-610.5486022703597
ATSC4Z,-207.17201166180757
ATSC4c,0.2566566866395753
ATSC4d,-7.428571428571428
ATSC4i,-20.576243700994482
ATSC4m,-993.2273827900876
ATSC4p,-6.754915468171242
ATSC4s,-0.7217718624454161
ATSC4v,-1208.6361601694653
ATSC5Z,-96.74802165764265
ATSC5c,-0.24757071042853634
ATSC5d,1.8367346938775508
ATSC5i,14.748484193501284
ATSC5m,-440.2841350183256
ATSC5p,2.277210182992349
ATSC5s,-12.55448999397637
ATSC5v,47.55890506731721
ATSC6Z,72.41857559350271
ATSC6c,0.04411793249213406
ATSC6d,1.16326530612245
ATSC6i,11.603100384655527
ATSC6m,344.8436103536027
ATSC6p,2.00616121586938
ATSC6s,2.642422795942936
ATSC6v,344.453315569456
ATSC7Z,198.51395251978346
ATSC7c,-0.06326022027768911
ATSC7d,-3.775510204081633
ATSC7i,9.974891222018812
ATSC7m,939.0337246301541
ATSC7p,3.3910745042280954
ATSC7s,1.3850863339279533
ATSC7v,823.7895753751474
ATSC8Z,-194.50312369845898
ATSC8c,-0.009086419093676558
ATSC8d,-2.306122448979592
ATSC8i,-21.868456460161248
ATSC8m,-921.9551615897544
ATSC8p,-4.468052761370221
ATSC8s,-7.230557448850411
ATSC8v,-961.9654171005944
AXp-0d,0.6971368173406186
AXp-1d,0.44173004971202523
AXp-2d,0.2835341018256406
AXp-3d,0.18361228072695282
AXp-4d,0.12006983372604157
AXp-5d,0.0791459320919479
AXp-6d,0.051317403715430615
AXp-7d,0.03397742414816995
GATS1Z,0.6328727805872049
GATS1c,1.5379592177859733
GATS1d,0.6923076923076923
GATS1i,1.1849813113941638
GATS1m,0.6351273287405118
GATS1p,0.9032612912010554
GATS1s,0.9833371484192844
GATS1v,0.8353392988410663
GATS2Z,0.7335544006004923
GATS2c,1.0097524805694338
GATS2d,1.1899159663865546
GATS2i,1.0341360232222119
GATS2m,0.7342978601893647
GATS2p,0.8564836535111676
GATS2s,0.72395460141672
GATS2v,0.8641335277724839
GATS3Z,0.9420032801958178
GATS3c,1.0288863201376177
GATS3d,1.2939560439560438
GATS3i,1.1888681959507494
GATS3m,0.943537030191922
GATS3p,1.078517907691777
GATS3s,0.8574548569701428
GATS3v,1.0478348971669798
GATS4Z,1.2474156032951058
GATS4c,1.0378042863612014
GATS4d,1.0714285714285714
GATS4i,1.090970450549362
GATS4m,1.2470564703875628
GATS4p,1.2354360556172703
GATS4s,0.8059507909508972
GATS4v,1.1755633530951517
GATS5Z,0.9372461491020692
GATS5c,1.2139836273893088
GATS5d,0.9272727272727271
GATS5i,0.8582760970582597
GATS5m,0.936398451408493
GATS5p,0.8688323014133981
GATS5s,1.1846602329171854
GATS5v,0.9622738260124376
GATS6Z,0.7393971049322426
GATS6c,0.803228976239071
GATS6d,1.0093457943925233
GATS6i,0.917193873139775
GATS6m,0.744666647721438
GATS6p,0.8843360859668318
GATS6s,0.6534193901019381
GATS6v,0.9368935207385817
GATS7Z,0.7728403920621284
GATS7c,0.8754129117597387
GATS7d,1.0543615676359037
GATS7i,0.9044980366664911
GATS7m,0.774156707467127
GATS7p,0.8678241416900033
GATS7s,0.6965261665601151
GATS7v,0.8602009848301666
GATS8Z,1.298588860662839
GATS8c,0.8433789693580513
GATS8d,0.9116883116883117
GATS8i,1.0836447195571124
GATS8m,1.2962382157448873
GATS8p,1.1905031233708083
GATS8s,0.9097071077559532
GATS8v,1.1666363854777737
MATS1Z,0.011104829591342269
MATS1c,-0.5480981103861744
MATS1d,0.34478021978021983
MATS1i,-0.06518057257037675
MATS1m,0.012714118156424524
MATS1p,0.005465299988743642
MATS1s,-0.1422999392023404
MATS1v,0.03354785067478456
MATS2Z,0.01983429456421561
MATS2c,0.06166079329981341
MATS2d,-0.054201680672268805
MATS2i,0.039587490316830544
MATS2m,0.020971369120847627
MATS2p,0.06473303007942664
MATS2s,0.0708559750556908
MATS2v,0.02953061566901037
MATS3Z,-0.0420531354447523
MATS3c,-0.02853741025017416
MATS3d,-0.2393543956043955
MATS3i,-0.15710354254990966
MATS3m,-0.04363815444759873
MATS3p,-0.12500807012464746
MATS3s,-0.01878234181221013
MATS3v,-0.11736326802035449
MATS4Z,-0.1793429979001777
MATS4c,0.07983441732580715
MATS4d,-0.11607142857142855
MATS4i,-0.12183393544455165
MATS4m,-0.18266379237208838
MATS4p,-0.24632900377598715
MATS4s,-0.008111992655611494
MATS4v,-0.21573611456139768
MATS5Z,-0.08527481241097783
MATS5c,-0.07840832512139759
MATS5d,0.029220779220779217
MATS5i,0.0889149733201163
MATS5m,-0.08244458946598825
MATS5p,0.08455203926104538
MATS5s,-0.14366534286982532
MATS5v,0.008643396866167084
MATS6Z,0.06562020237396161
MATS6c,0.014364382903774522
MATS6d,0.019025367156208294
MATS6i,0.0719135076632425
MATS6m,0.06638351032840027
MATS6p,0.07657653427239337
MATS6s,0.031085950675974836
MATS6v,0.06435642096421941
MATS7Z,0.17032718062045538
MATS7c,-0.019503288973171683
MATS7d,-0.05847029077117573
MATS7i,0.05853962356819123
MATS7m,0.17116877979461462
MATS7p,0.12256671394777145
MATS7s,0.015429221890265004
MATS7v,0.14574146824720585
MATS8Z,-0.17143727698565367
MATS8c,-0.0028777673306064288
MATS8d,-0.03668831168831169
MATS8i,-0.13183952989312286
MATS8m,-0.17263900458314818
MATS8p,-0.16589727874981422
MATS8s,-0.08274175339081632
MATS8v,-0.17482843349230656
MAXaaN,4.0478002993350835
MAXsCl,6.244687650461528
MAXsOH,9.494598908963052
MAXssO,6.0882125097258575
MINaaN,4.0478002993350835
MINsCl,6.244687650461528
MINsOH,9.494598908963052
MINssO,5.489443288577037
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.11157131203043
SpAD_D,349.1650113259773
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.8636107302323031
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,864
TMWC10,137.328011940053
TSRW10,78.37893707995728
VE1_Dt,5.306929180215868
VE2_Dt,0.18299755793847822
VE3_Dt,2.7337240961506666
VR1_Dt,182.58940176440774
VR2_Dt,6.296186267738198
VR3_Dt,6.2719506627482104
Xc-3dv,0.7477960037346145
Xc-4dv,0.0
Xc-5dv,0.11831067423205488
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.45172390517417965
Xch-7d,0.7025255514458365
Xp-0dv,16.53253344522468
Xp-1dv,9.463000066824641
Xp-2dv,6.881697538837616
Xp-3dv,4.932461217219748
Xp-4dv,3.2803035755790857
Xp-5dv,2.1265783346685523
Xp-6dv,1.1365030777523955
Xp-7dv,0.6993472086589712
Xpc-4d,4.067508072679465
Xpc-5d,6.3826006727401605
Xpc-6d,8.880036075124385
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,52
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,1
nSpiro,0
naRing,4
piPC10,7.412679146595202
AATS0dv,8.114386495338877
AATS0pe,6.389106122448979
AATS0se,7.8162512857142845
AATS1dv,7.982905982905982
AATS1pe,6.6306538461538445
AATS1se,7.887981576923076
AATS2dv,6.816993464052287
AATS2pe,6.56553294117647
AATS2se,7.902396376470588
AATS3dv,5.30982905982906
AATS3pe,6.440125961538461
AATS3se,7.83145298076923
AATS4dv,3.9910714285714284
AATS4pe,6.374099107142856
AATS4se,7.8398111071428565
AATS5dv,3.828282828282828
AATS5pe,6.267256363636363
AATS5se,7.765791727272727
AATS6dv,4.142263759086189
AATS6pe,6.118916822429906
AATS6se,7.569727028037382
AATS7dv,4.0432645034414945
AATS7pe,6.172662831858407
AATS7se,7.63893203539823
AATS8dv,3.8565656565656568
AATS8pe,6.2678590909090905
AATS8se,7.735185145454546
AATSC0Z,10.314035818408996
AATSC0c,0.028704130825304472
AATSC0d,0.5714285714285715
AATSC0i,1.5079252011820148
AATSC0m,48.54876555935027
AATSC0p,0.24484224077152017
AATSC0s,0.7944276952123475
AATSC0v,50.02126931398024
AATSC1Z,0.11453561016243229
AATSC1c,-0.015732679865626924
AATSC1d,0.19701726844583994
AATSC1i,-0.09828742800634428
AATSC1m,0.617254741670133
AATSC1p,0.0013381362957325576
AATSC1s,-0.11304701272937247
AATSC1v,1.6781060735085922
AATSC2Z,0.20457162456819464
AATSC2c,0.0017699194776699015
AATSC2d,-0.03097238895558218
AATSC2i,0.059694974300297764
AATSC2m,1.018134082906629
AATSC2p,0.015849380136577038
AATSC2s,0.056289948955516034
AATSC2v,1.4771588793872126
AATSC3Z,-0.43373754525358016
AATSC3c,-0.0008191415572363839
AATSC3d,-0.13677394034536888
AATSC3i,-0.23690039100597976
AATSC3m,-2.118578529719189
AATSC3p,-0.030607256003842013
AATSC3s,-0.014921212516564602
AATSC3v,-5.870659637214997
AATSC4Z,-1.849750104123282
AATSC4c,0.0022915775592819224
AATSC4d,-0.06632653061224489
