DLiP-ID,C000OX
IC2,3.979097891134805
IC3,4.286790198827112
IC4,4.3637132757501895
IC5,4.3637132757501895
MID,29.301673593514398
Mpe,0.9514328808446457
Mse,0.9866659196593648
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,59.08070000000002
SdO,0
SdS,0
Spe,24.73725490196079
SsF,0
SsI,0
Sse,25.653313911143485
StN,0
fMF,0.5
nBr,0
nCl,0
AMID,2.0929766852510285
BIC0,0.2605507134468974
BIC1,0.6447366370884742
BIC2,0.7888158214808297
BIC3,0.8498127024563866
BIC4,0.865061922700276
BIC5,0.865061922700276
CIC0,3.386119231434913
CIC1,1.4481340174770474
CIC2,0.7213418270062868
CIC3,0.41364951931397975
CIC4,0.3367264423909022
CIC5,0.3367264423909022
GGI1,2.0
GGI2,1.7777777777777786
GGI3,1.326388888888889
GGI4,0.6705555555555556
GGI5,0.18055555555555552
GGI6,0.08
GGI7,0.0
GGI8,0.0
GGI9,0.0
JGI1,0.125
JGI2,0.07729468599033822
JGI3,0.060290404040404026
JGI4,0.04190972222222222
JGI5,0.020061728395061727
JGI6,0.016
JGI7,0.0
JGI8,0.0
JGI9,0.0
MIC0,10.689726653349474
MIC1,27.616758393065865
MIC2,31.734903382598855
MIC3,32.89144184413731
MIC4,32.96898030567578
MIC5,32.96898030567578
MPC2,23
MPC3,33
MPC4,46
MPC5,58
MPC6,59
MPC7,62
MPC8,65
MPC9,46
Mare,0.9621538461538461
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,1
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.39681239769573
RPCG,0.18710862617189244
SIC0,0.2796164966510751
SIC1,0.6919152027653811
SIC2,0.8465373730414397
SIC3,0.9119976972117051
SIC4,0.9283627782542716
SIC5,0.9283627782542716
SaaN,0
SaaO,0
SaaS,0
Sare,25.016
SdNH,0
SdSe,0
SddC,0
SdsN,4.451881141345426
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,34.17233265436065
TIC1,84.55994821726516
TIC2,103.45654516950493
TIC3,111.4565451695049
TIC4,113.45654516950492
TIC5,113.45654516950492
Vabc,166.0501312475349
WPol,22
apol,30.241515999999983
bpol,13.748483999999996
nRot,0
ABCGG,9.55093140890177
ATS0Z,542.0
ATS0d,90.0
ATS0i,4163.024222990988
ATS0m,2135.754318
ATS0p,41.222154858188006
ATS0s,65.63888888888889
ATS0v,5941.836100606486
ATS1Z,673.0
ATS1d,116.0
ATS1i,4058.154733248201
ATS1m,2551.4187839999986
ATS1p,53.79725970999997
ATS1s,78.19444444444446
ATS1v,7715.313300496507
ATS2Z,1003.0
ATS2d,191.0
ATS2i,7403.516908528945
ATS2m,3749.2455789999995
ATS2p,82.32875101424497
ATS2s,126.1111111111111
ATS2v,11532.68987890942
ATS3Z,1028.0
ATS3d,201.0
ATS3i,9213.452883117143
ATS3m,3728.0092660000005
ATS3p,89.255587573943
ATS3s,146.3055555555556
ATS3v,12117.698560183933
ATS4Z,845.0
ATS4d,171.0
ATS4i,9058.846556423048
ATS4m,2895.4421279999992
ATS4p,82.53629072454699
ATS4s,133.91666666666669
ATS4v,10712.060085504037
ATS5Z,547.0
ATS5d,127.0
ATS5i,9207.036852370982
ATS5m,1756.0447449999997
ATS5p,64.80330836758401
ATS5s,109.33333333333333
ATS5v,7692.239384851213
ATS6Z,335.0
ATS6d,73.0
ATS6i,6786.075168451435
ATS6m,1042.7822609999998
ATS6p,41.334180062735
ATS6s,79.83333333333333
ATS6v,4732.755694817153
ATS7Z,92.0
ATS7d,36.0
ATS7i,4298.642109945487
ATS7m,173.60884800000002
ATS7p,19.051286868187997
ATS7s,39.5
ATS7v,1809.0400630481163
ATS8Z,8.0
ATS8d,8.0
ATS8i,1479.3412161939918
ATS8m,8.128512
ATS8p,3.5569032387919997
ATS8s,8.0
ATS8v,248.6699554474421
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,7
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.0
JGI10,0.0
JGT10,0.34055654064802626
Kier1,9.2421875
Kier2,3.5387523629489603
Kier3,1.4545454545454546
MID_C,25.20684533464082
MID_N,4.094828258873578
MID_O,0.0
MID_X,0.0
MID_h,4.094828258873578
MPC10,36
MWC01,16.0
MWC02,4.3694478524670215
MWC03,5.25227342804663
MWC04,6.154858094016418
MWC05,7.0587581525186645
MWC06,7.969357742016346
MWC07,8.879193928110318
MWC08,9.791941277791215
MWC09,10.703581490007771
MWC10,11.616898017853206
NaaCH,4
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.5330000000000004
SRW02,3.4965075614664802
SRW03,0.0
SRW04,4.8283137373023015
SRW05,2.3978952727983707
SRW06,6.3818160174060985
SRW07,4.844187086458591
SRW08,8.034306936339489
SRW09,7.065613363597717
SRW10,9.734654613922729
SaaCH,8.470730347694634
SaaNH,3.435
SaaSe,0
SaaaC,2.5886111111111116
SaasC,2.6718055555555558
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,1.1411574074074076
SdssS,0
SsCH3,2.0767592592592594
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.465741542619406
VE1_D,3.6992195286487366
VE2_A,0.24755296732995755
VE2_D,0.2642299663320526
VE3_A,1.5793988557803016
VE3_D,1.6445940958177558
VR1_A,68.2464072064294
VR1_D,63.81212991909361
VR2_A,4.874743371887814
VR2_D,4.558009279935257
VR3_A,4.559597027636623
VR3_D,4.4924155330243805
WPath,267
Xc-3d,0.8106172175260455
Xc-4d,0.0
Xc-5d,0.27537753772002593
Xc-6d,0.0
Xp-0d,9.543605595440512
Xp-1d,6.860173345306137
Xp-2d,6.1799903416958655
Xp-3d,5.570498067981627
Xp-4d,4.906587877383173
Xp-5d,4.077294197324695
Xp-6d,2.734720111734047
Xp-7d,1.9143701730164158
ZMIC0,47.231282587201775
ZMIC1,27.836283934633663
ZMIC2,20.8535915495436
ZMIC3,18.87629640342422
ZMIC4,18.66857027125952
ZMIC5,18.66857027125952
nAcid,0
nAtom,26
nBase,0
nRing,3
piPC1,3.1354942159291497
piPC2,3.8122026701459353
piPC3,4.501197595605113
piPC4,5.167995104864462
piPC5,5.714763627165435
piPC6,6.0652013566393785
piPC7,6.441830818602899
piPC8,6.800887551662362
piPC9,6.659689474454353
AATS0Z,20.846153846153847
AATS0d,3.4615384615384617
AATS0i,160.11631626888416
AATS0m,82.14439684615384
AATS0p,1.5854674945456926
AATS0s,2.5245726495726495
AATS0v,228.53215771563407
AATS1Z,24.035714285714285
AATS1d,4.142857142857143
AATS1i,144.93409761600716
AATS1m,91.12209942857137
AATS1p,1.9213307039285703
AATS1s,2.7926587301587307
AATS1v,275.54690358916093
AATS2Z,20.46938775510204
AATS2d,3.8979591836734695
AATS2i,151.09218180671317
AATS2m,76.51521589795917
AATS2p,1.6801785921274484
AATS2s,2.5736961451247162
AATS2v,235.3610179369269
AATS3Z,17.423728813559322
AATS3d,3.406779661016949
AATS3i,156.16021835791767
AATS3m,63.18659772881357
AATS3p,1.5128065690498813
AATS3s,2.479755178907722
AATS3v,205.3847213590497
AATS4Z,14.568965517241379
AATS4d,2.9482758620689653
AATS4i,156.18700959350082
AATS4m,49.92141599999999
AATS4p,1.42303949525081
AATS4s,2.3089080459770117
AATS4v,184.69069112937996
AATS5Z,9.596491228070175
AATS5d,2.2280701754385963
AATS5i,161.52696232229792
AATS5m,30.807802543859644
AATS5p,1.1369001467997195
AATS5s,1.9181286549707601
AATS5v,134.95156815528443
AATS6Z,8.170731707317072
AATS6d,1.7804878048780488
AATS6i,165.5140284988155
AATS6m,25.433713682926825
AATS6p,1.008150733237439
AATS6s,1.9471544715447153
AATS6v,115.43306572724764
AATS7Z,3.68
AATS7d,1.44
AATS7i,171.9456843978195
AATS7m,6.944353920000001
AATS7p,0.7620514747275199
AATS7s,1.58
AATS7v,72.36160252192465
AATS8Z,1.0
AATS8d,1.0
AATS8i,184.91765202424898
AATS8m,1.016064
AATS8p,0.44461290484899996
AATS8s,1.0
AATS8v,31.083744430930263
AMID_C,1.8004889524743444
AMID_N,0.29248773277668416
AMID_O,0.0
AMID_X,0.0
AMID_h,0.29248773277668416
ATS0dv,166.0
ATS0pe,154.59320000000002
ATS0se,191.51103200000003
ATS1dv,193.0
ATS1pe,177.43600000000006
ATS1se,212.14188800000005
ATS2dv,273.0
ATS2pe,302.47
ATS2se,367.4283480000001
ATS3dv,233.0
ATS3pe,360.6895999999999
ATS3se,442.229016
ATS4dv,156.0
ATS4pe,350.9720000000001
ATS4se,432.60185599999994
ATS5dv,78.0
ATS5pe,321.2155
ATS5se,409.0683559999998
ATS6dv,42.0
ATS6pe,227.57750000000001
ATS6se,292.73266
ATS7dv,0.0
ATS7pe,133.166
ATS7se,175.47321600000006
ATS8dv,0.0
ATS8pe,38.72000000000001
ATS8se,53.74771199999999
ATSC0Z,172.61538461538458
ATSC0c,0.28475137273466783
ATSC0d,15.538461538461537
ATSC0i,40.979719931393504
ATSC0m,830.1729886153846
ATSC0p,6.047182166716616
ATSC0s,7.637820512820513
ATSC0v,1362.4987949479437
ATSC1Z,11.644970414201168
ATSC1c,-0.12818231258033308
ATSC1d,8.343195266272197
ATSC1i,-1.8744305290004635
ATSC1m,56.034234106508954
ATSC1p,0.21891302319010794
ATSC1s,-0.48709730440499643
ATSC1v,72.34918906760953
ATSC2Z,33.147928994082825
ATSC2c,-0.027677857874248323
ATSC2d,3.0236686390532554
ATSC2i,-6.241440482158859
ATSC2m,158.48455907100595
ATSC2p,0.40104513725538044
ATSC2s,0.678295529257068
ATSC2v,165.2927605647401
ATSC3Z,-22.16568047337278
ATSC3c,0.11239105482560266
ATSC3d,-9.106508875739646
ATSC3i,5.858055864889187
ATSC3m,-105.82854762721887
ATSC3p,-0.17080076311316497
ATSC3s,-1.128985864562788
ATSC3v,-97.71012701864993
ATSC4Z,-151.5266272189349
ATSC4c,-0.15775119072437227
ATSC4d,-14.893491124260352
ATSC4i,-11.94429233969843
ATSC4m,-726.2710028343195
ATSC4p,-3.8542311828806803
ATSC4s,-5.542488494411571
ATSC4v,-1000.2194096538221
ATSC5Z,-34.04142011834319
ATSC5c,0.031431388143487046
ATSC5d,-5.911242603550296
ATSC5i,-9.545719024552422
ATSC5m,-165.22265457988163
ATSC5p,-1.5256923012684263
ATSC5s,1.24913708086785
ATSC5v,-329.26254749633466
ATSC6Z,9.10650887573964
ATSC6c,0.03394873964424436
ATSC6d,2.5739644970414206
ATSC6i,-6.197669422273238
ATSC6m,42.2239194142011
ATSC6p,-0.3152482671596635
ATSC6s,0.5294625246548325
ATSC6v,-21.777753092613732
ATSC7Z,6.177514792899407
ATSC7c,-0.02407951437467524
ATSC7d,4.3668639053254426
ATSC7i,1.3405158522382432
ATSC7m,29.93388386982241
ATSC7p,0.2515783902583303
ATSC7s,-1.0662804076265606
ATSC7v,56.24424337803448
ATSC8Z,61.3491124260355
ATSC8c,0.017544006572960902
ATSC8d,3.8343195266272185
ATSC8i,8.115120114859227
ATSC8m,295.5591142721893
ATSC8p,1.9708448803598098
ATSC8s,1.949046679815911
ATSC8v,473.8342467770648
AXp-0d,0.6816861139600366
AXp-1d,0.42876083408163357
AXp-2d,0.2686952322476463
AXp-3d,0.168802971757019
AXp-4d,0.10666495385615594
AXp-5d,0.07029817581594301
AXp-6d,0.04635118833447537
AXp-7d,0.03087693827445832
GATS1Z,0.8146724598930483
GATS1c,1.446198723027477
GATS1d,0.5458804809052334
GATS1i,1.1316852005492821
GATS1m,0.8155766633658952
GATS1p,0.9270799230456221
GATS1s,0.9368193353715806
GATS1v,0.8768383792184887
GATS2Z,0.8187365855433083
GATS2c,1.072862656286706
GATS2d,1.083552232774298
GATS2i,1.124539651005597
GATS2m,0.8192570488693418
GATS2p,0.91844506156509
GATS2s,0.9064347518277138
GATS2v,0.8710032380537204
GATS3Z,1.00767772440255
GATS3c,1.062772640525388
GATS3d,1.4180231582480283
GATS3i,0.9825419163659612
GATS3m,1.0053419016844993
GATS3p,0.9426120454138486
GATS3s,1.1334404954112345
GATS3v,0.9531812027261185
GATS4Z,1.332192359702502
GATS4c,1.557451732815307
GATS4d,1.4424718333902358
GATS4i,1.1535825422450314
GATS4m,1.3293797521575932
GATS4p,1.2117391867955114
GATS4s,1.246255806213553
GATS4v,1.2467451093572983
GATS5Z,1.0608210588860745
GATS5c,0.7167767947049415
GATS5d,1.030267500434254
GATS5i,0.9771754882213418
GATS5m,1.0634552453588286
GATS5p,1.1024095399400697
GATS5s,0.7536939284846611
GATS5v,1.1073102210552737
GATS6Z,0.9696589278727014
GATS6c,0.5543529529517868
GATS6d,0.5297633421878774
GATS6i,0.9452755832532769
GATS6m,0.971796504951369
GATS6p,1.015752172159952
GATS6s,1.0334039555250776
GATS6v,1.013196827297809
GATS7Z,1.005124777183601
GATS7c,0.6009835565725037
GATS7d,0.353960396039604
GATS7i,0.7550923691016609
GATS7m,1.0056181807268803
GATS7p,0.9463915115733759
GATS7s,1.1947125472093998
GATS7v,0.9825082757729973
GATS8Z,0.0
GATS8c,0.03638025242235633
GATS8d,0.0
GATS8i,0.0
GATS8m,0.0
GATS8p,0.0
GATS8s,0.0
GATS8v,0.0
MATS1Z,0.06264323911382728
MATS1c,-0.41800126182787
MATS1d,0.4985855728429991
MATS1i,-0.0424732681674204
MATS1m,0.06267583928497698
MATS1p,0.03361505790173673
MATS1s,-0.05921907159842533
MATS1v,0.049307485700243375
MATS2Z,0.10189530357597582
MATS2c,-0.0515755557544097
MATS2d,0.1032531824611033
MATS2i,-0.08081521179695131
MATS2m,0.10129677648340107
MATS2p,0.0351898545004523
MATS2s,0.04712233193739101
MATS2v,0.0643716993173477
MATS3Z,-0.056587812320613926
MATS3c,0.17393511038389706
MATS3d,-0.2582648095318007
MATS3i,0.06299496795418164
MATS3m,-0.05617661591428332
MATS3p,-0.012446810898404702
MATS3s,-0.06513889580384599
MATS3v,-0.0316027435780316
MATS4Z,-0.3935091277890466
MATS4c,-0.24834314347719472
MATS4d,-0.42966882895186065
MATS4i,-0.13065823666794354
MATS4m,-0.39217098647626764
MATS4p,-0.2857130409645045
MATS4s,-0.32529748554174437
MATS4v,-0.32908228600511147
MATS5Z,-0.08995528035775714
MATS5c,0.050349623528195595
MATS5d,-0.17352787910369985
MATS5i,-0.10625225434737068
MATS5m,-0.09078194625270397
MATS5p,-0.11508332351249057
MATS5s,0.07460005447946344
MATS5v,-0.11023124167345391
MATS6Z,0.03345506717099256
MATS6c,0.07560444339895012
MATS6d,0.10504709007486118
MATS6i,-0.09590669229350689
MATS6m,0.03225369216531681
MATS6p,-0.0330589570084883
MATS6s,0.043959755585805976
MATS6v,-0.010135996083212832
MATS7Z,0.03721925133689839
MATS7c,-0.08794582694776719
MATS7d,0.2922772277227722
MATS7i,0.034020156522830726
MATS7m,0.03749970144961952
MATS7p,0.04326668498738556
MATS7s,-0.14518953699818146
MATS7v,0.04293142374147253
MATS8Z,1.1550802139037433
MATS8c,0.2002379156754847
MATS8d,0.801980198019802
MATS8i,0.6435900591181918
MATS8m,1.1570686285357346
MATS8p,1.0592116600064623
MATS8s,0.8293467617848651
MATS8v,1.1302478268131584
MAXdsN,4.451881141345426
MINdsN,4.451881141345426
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,18.912578161456388
SpAD_D,78.27993946569171
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.9973885109599396
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,458
TMWC10,101.79630998282758
TSRW10,60.783294589291785
VE1_Dt,3.739883243464111
VE2_Dt,0.26713451739029365
VE3_Dt,1.6555266292352475
VR1_Dt,60.359955366845334
VR2_Dt,4.311425383346095
VR3_Dt,4.436798131071372
Xc-3dv,0.4070293138207144
Xc-4dv,0.0
Xc-5dv,0.09639678811815175
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.3634023029066286
Xch-7d,0.6718389431517972
Xp-0dv,8.170828234631557
Xp-1dv,4.970738223549716
Xp-2dv,3.74126804995935
Xp-3dv,2.8862111388009852
Xp-4dv,2.18300865198968
Xp-5dv,1.5210026896321247
Xp-6dv,0.8446889998268029
Xp-7dv,0.4914295805927168
Xpc-4d,2.2925137148782646
Xpc-5d,3.9947265832976426
Xpc-6d,6.3172334888749955
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,28
nFRing,1
nHBAcc,1
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.715288684880943
AATS0dv,6.384615384615385
AATS0pe,5.945892307692309
AATS0se,7.365808923076925
AATS1dv,6.892857142857143
AATS1pe,6.337000000000002
AATS1se,7.5764960000000015
AATS2dv,5.571428571428571
AATS2pe,6.1728571428571435
AATS2se,7.498537714285716
AATS3dv,3.9491525423728815
AATS3pe,6.113383050847457
AATS3se,7.495407050847458
AATS4dv,2.689655172413793
AATS4pe,6.051241379310347
AATS4se,7.458652689655171
AATS5dv,1.368421052631579
AATS5pe,5.635359649122807
AATS5se,7.1766378245614
AATS6dv,1.024390243902439
AATS6pe,5.550670731707317
AATS6se,7.139820975609756
AATS7dv,0.0
AATS7pe,5.32664
AATS7se,7.018928640000002
AATS8dv,0.0
AATS8pe,4.840000000000002
AATS8se,6.718463999999999
AATSC0Z,6.639053254437869
AATSC0c,0.0109519758744103
AATSC0d,0.5976331360946745
AATSC0i,1.5761430742843656
AATSC0m,31.929730331360947
AATSC0p,0.23258392948910062
AATSC0s,0.2937623274161736
AATSC0v,52.40379980569014
AATSC1Z,0.4158918005071846
AATSC1c,-0.004577939735011896
AATSC1d,0.2979712595097213
AATSC1i,-0.06694394746430227
AATSC1m,2.001222646661034
AATSC1p,0.00781832225678957
AATSC1s,-0.017396332300178445
AATSC1v,2.5838996095574833
AATSC2Z,0.6764883468180168
AATSC2c,-0.0005648542423315984
AATSC2d,0.0617075232459848
AATSC2i,-0.12737633637058896
AATSC2m,3.2343787565511417
AATSC2p,0.008184594637864907
AATSC2s,0.01384276590320547
AATSC2v,3.373321644178369
AATSC3Z,-0.3756894995486912
AATSC3c,0.0019049331326373331
AATSC3d,-0.15434760806338382
AATSC3i,0.09928908245574894
AATSC3m,-1.7937041970715062
AATSC3p,-0.0028949281883587285
AATSC3s,-0.019135353636657422
AATSC3v,-1.6561038477737275
AATSC4Z,-2.6125280554988772
AATSC4c,-0.0027198481159374528
AATSC4d,-0.25678432972862675
AATSC4i,-0.20593607482238674
AATSC4m,-12.521913841971026
AATSC4p,-0.06645226177380484
AATSC4s,-0.0955601464553719
AATSC4v,-17.245162235410728
AATSC5Z,-0.5972178968130384
AATSC5c,0.0005514278621664394
AATSC5d,-0.10370601058860168
AATSC5i,-0.16746875481670917
AATSC5m,-2.898643062804941
AATSC5p,-0.02676653160120046
AATSC5s,0.021914685629260525
AATSC5v,-5.776535920988327
AATSC6Z,0.22210997257901563
AATSC6c,0.0008280180401035209
AATSC6d,0.06277962187905904
AATSC6i,-0.15116266883593263
AATSC6m,1.0298516930292951
AATSC6p,-0.007688982125845451
AATSC6s,0.0129137201135325
AATSC6v,-0.5311647095759446
AATSC7Z,0.2471005917159763
AATSC7c,-0.0009631805749870095
AATSC7d,0.1746745562130177
